id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365
3027172,Room in perfect Manhattan location,75129974109,unconfirmed,Beth,Manhattan,West Village,40.73747,-74.00014,TRUE,strict,Private room,2003,$751 ,$150 ,1,136,1/7/2019,3.1,4,1,173
3027725,LARGE 1 BEDROOM APT. IN MIDTOWN NEAR SUBWAY/BUS,61216575914,verified,Claudia,Manhattan,Kips Bay,40.74361,-73.97677,TRUE,flexible,Entire home/apt,2010,$255 ,$51 ,2,120,1/7/2019,3.25,4,1,23
3028277,"CENTRAL PARK, NYC APT",46141906002,unconfirmed,Mena,Manhattan,Upper West Side,40.78616,-73.97348,TRUE,flexible,Private room,2006,$252 ,$50 ,2,121,6/23/2019,2.06,5,2,301
3028829,SUPER BOWL 2014 in TRENDY CHELSEA!,68548207298,verified,Julia,Manhattan,Chelsea,40.74798,-74.00314,FALSE,moderate,Entire home/apt,2007,$893 ,$179 ,1,0,,,5,1,317
3029382,Chelsea HUGE apartment w/ King bed + office,51087793954,unconfirmed,Everett,Manhattan,Chelsea,40.74047,-73.99508,FALSE,flexible,Entire home/apt,2008,"$1,082 ",$216 ,3,9,8/26/2018,0.27,2,1,73
3029934,"Luxury Modern Spacious 1BR,1 block to subway",38973926213,verified,Richard,Manhattan,Upper West Side,40.79558,-73.96969,TRUE,strict,Entire home/apt,2009,"$1,110 ",$222 ,1,21,1/7/2018,0.38,1,1,8
3030486,Sunny room with private ensuite!,11404718364,verified,Tim,Brooklyn,Gowanus,40.68019,-73.98119,TRUE,flexible,Private room,2016,$583 ,$117 ,3,3,7/4/2016,0.07,4,1,50
3031039,Vibrant Brooklyn location!,60242590212,verified,Patrick,Brooklyn,Greenpoint,40.72764,-73.95557,FALSE,flexible,Entire home/apt,2003,$730 ,$146 ,5,0,,,3,1,387
3031591,A Room WIth A View,32856158322,verified,Alicia,Manhattan,Harlem,40.82649,-73.95253,TRUE,moderate,Private room,2012,$764 ,$153 ,2,2,9/23/2016,0.05,4,2,339
3032143,Artist owned brownstone apartment,13077254432,unconfirmed,Rebecca And Vilem,Brooklyn,Bedford-Stuyvesant,40.68631,-73.93993,TRUE,moderate,Entire home/apt,2020,$654 ,$131 ,4,138,6/29/2019,2.21,5,1,10
3032695,Heart of downtown Manhattan,79353261643,verified,Alex&Ivy,Manhattan,Lower East Side,40.71969,-73.99287,FALSE,moderate,Entire home/apt,2016,$439 ,$88 ,3,107,6/24/2019,1.64,1,1,203
3033248,Large Wiliamsburg Private Bedroom,17182894544,verified,Ashley,Brooklyn,Williamsburg,40.71527,-73.94038,FALSE,flexible,Private room,2009,$434 ,$87 ,4,8,8/31/2018,0.19,3,2,13
3033800,Beautiful 2BR Flex Factory Loft,69599367613,unconfirmed,Vida,Brooklyn,Greenpoint,40.72572,-73.94031,TRUE,flexible,Entire home/apt,2007,$151 ,$30 ,30,0,,,2,52,409
3034352,LAVISH 2 BR APT by Central Park!!!,4966426249,verified,Lex,Manhattan,Upper West Side,40.78605,-73.97354,TRUE,flexible,Entire home/apt,2022,"$1,191 ",$238 ,1,153,5/26/2019,2.39,2,4,118
3034905,Beautiful City Oasis 2BR/1.5 BATH,24234750640,unconfirmed,T,Manhattan,Upper West Side,40.7834,-73.97904,FALSE,strict,Entire home/apt,2016,$698 ,$140 ,3,1,9/14/2014,0.02,1,1,378
3035457,Comfortable Room,77830225704,unconfirmed,Darius,Brooklyn,Bushwick,40.70039,-73.92867,TRUE,flexible,Private room,2007,$139 ,$28 ,1,0,,,3,1,46
3036009,1BR West Village! Landmark Building,71282626568,unconfirmed,Laura And Jake,Manhattan,West Village,40.73311,-74.00401,FALSE,moderate,Entire home/apt,2019,"$1,002 ",$200 ,7,19,7/31/2016,0.31,2,1,202
3036562,"226 E 29th St, NY - Super Bowl",2624244548,unconfirmed,Andrew,Manhattan,Kips Bay,40.74262,-73.97945,FALSE,flexible,Entire home/apt,2008,"$1,088 ",$218 ,1,0,,,5,1,94
3037114,(Williamsburg) - Large Bedroom w/ Private Bathroom,64252688141,unconfirmed,Adam,Brooklyn,Williamsburg,40.70046,-73.95133,TRUE,moderate,Private room,2007,$268 ,$54 ,2,26,1/3/2019,0.68,5,2,197
3037666,Great Studio!,24764124672,verified,Jennifer,Manhattan,Upper West Side,40.78835,-73.97257,FALSE,moderate,Entire home/apt,2012,$163 ,$33 ,1,0,,,3,1,18
3038218,XTRA LARGE 1 Bedroom Gramercy Apt,433490233,unconfirmed,Lindsay,Manhattan,Kips Bay,40.73879,-73.98226,FALSE,moderate,Entire home/apt,2007,$574 ,$115 ,1,0,,,3,1,120
3038771,Sunny Room in Beautiful Artist's Home,52531431463,verified,Lyndell,Manhattan,Washington Heights,40.83426,-73.94758,FALSE,strict,Private room,2022,$439 ,$88 ,2,17,10/22/2018,0.27,5,2,252
3039323,Large 1-BR Apt w/Fireplace & Patio,19470616481,verified,Rachel,Manhattan,Midtown,40.74364,-73.98303,FALSE,moderate,Entire home/apt,2004,$57 ,$11 ,3,0,,,1,1,212
3039875,Charming West Village 1 Bed - Ideal Location,31269978866,unconfirmed,Rachel,Manhattan,West Village,40.73823,-74.00233,TRUE,strict,Entire home/apt,2009,$621 ,$124 ,7,1,6/30/2019,1,2,1,293
3040428,Beautiful 1 BR with Private Garden,66936834697,unconfirmed,Allison,Manhattan,Chelsea,40.74502,-74.00429,FALSE,strict,Entire home/apt,2022,$479 ,$96 ,2,47,1/7/2019,0.74,3,1,246
3040980,Lovely Duplex (2-story) flat on the UES,82710831307,verified,Victoria,Manhattan,Upper East Side,40.77266,-73.95257,TRUE,moderate,Entire home/apt,2015,$523 ,$105 ,3,20,2/1/2019,0.32,4,1,300
3041532,Haus of Taylor (Bronx Prohibition),47593512734,verified,Emery,Bronx,Kingsbridge,40.86467,-73.90125,FALSE,flexible,Private room,2019,$784 ,$157 ,2,11,6/12/2015,0.2,5,1,88
3042085,"Spacious, bright, heart of Bushwick",20638522108,verified,Assaf,Brooklyn,Bushwick,40.70147,-73.92005,TRUE,moderate,Entire home/apt,2013,$903 ,$181 ,5,11,9/30/2017,0.27,4,1,302
3042637,NYC SuperBowl Wk 5 Bdrs River View,16273212703,unconfirmed,Todd,Manhattan,Upper West Side,40.79476,-73.97299,TRUE,moderate,Entire home/apt,2008,$552 ,$110 ,1,0,,,3,1,133
3043189,Downtown NY Apt - SuperBowl Weekend,79747168917,unconfirmed,Gabriel,Manhattan,Gramercy,40.73588,-73.98252,FALSE,strict,Entire home/apt,2021,$227 ,$45 ,1,0,,,3,1,-4
3043741,Super Bowl 2014,33442947964,unconfirmed,Joe,Manhattan,Midtown,40.76402,-73.9777,FALSE,moderate,Entire home/apt,2007,$220 ,$44 ,4,0,,,5,1,367
3044294,Cozy and homey railroad in bushwick,79103376774,verified,Carly & Sebastian,Brooklyn,Bushwick,40.70054,-73.92374,FALSE,moderate,Entire home/apt,2009,$631 ,$126 ,3,10,1/1/2019,0.15,2,1,314
3044846,"Harlem/Morningside, charm and quiet",22162547044,verified,Karen,Manhattan,Harlem,40.80922,-73.95306,TRUE,flexible,Private room,2014,"$1,192 ",$238 ,1,4,7/29/2018,0.11,2,1,313
3045398,An Accomodating Apartment on Wall,80585538940,verified,Greg,Manhattan,Financial District,40.70511,-74.00943,TRUE,flexible,Shared room,2017,$578 ,$116 ,1,0,,,4,1,392
3045951,Great Location in the heart of NYC!,30772376475,unconfirmed,Ever,Manhattan,Greenwich Village,40.72926,-73.9989,TRUE,moderate,Private room,2007,"$1,150 ",$230 ,2,146,6/24/2019,2.21,1,2,83
3046503,Modern Luxury Meets Old Money Charm,94469168613,unconfirmed,Caroline,Brooklyn,Williamsburg,40.70949,-73.94221,TRUE,moderate,Entire home/apt,2019,$720 ,$144 ,1,0,,,3,1,236
3047055,,82851755261,verified,Anna,Manhattan,East Village,40.73215,-73.98821,FALSE,strict,Entire home/apt,2004,$552 ,$110 ,1,28,8/6/2015,0.45,2,1,47
3047608,Kate's Place,97622849000,unconfirmed,Katarina,Brooklyn,Crown Heights,40.67167,-73.92434,FALSE,strict,Shared room,2021,"$1,093 ",$219 ,1,146,6/7/2019,2.21,4,1,-5
3048160,"Coffee,Tea&Milk Astor Place Lodging",1468192875,unconfirmed,John,Manhattan,East Village,40.72672,-73.98851,TRUE,strict,Shared room,2013,$66 ,$13 ,30,125,12/31/2017,1.88,4,1,321
3048712,Cozy 1 Bdrm n the Heart of Astoria!,8663440858,unconfirmed,Vanessa,Queens,Astoria,40.76437,-73.9195,FALSE,flexible,Entire home/apt,2015,$896 ,$179 ,4,2,4/21/2014,0.03,1,1,64
3049264,"Cozy Room in LIC, 7 min to Times Sq",49049442316,verified,Alosha,Queens,Long Island City,40.74495,-73.95146,FALSE,strict,Private room,2015,"$1,147 ",$229 ,15,15,5/23/2019,0.29,5,2,159
3049817,"Modern Large Studio, Great Location",55481452057,unconfirmed,Jian,Manhattan,Kips Bay,40.74163,-73.97533,TRUE,flexible,Entire home/apt,2012,$197 ,$39 ,7,22,6/29/2019,0.46,3,1,260
3050369,2BD in Midtown East,43476990120,verified,Victoria,Manhattan,Kips Bay,40.74383,-73.97909,FALSE,strict,Entire home/apt,2019,$381 ,$76 ,2,2,9/27/2015,0.04,4,1,353
3050921,Cool UES 1 Bed Sleeps upto 4,5098576873,verified,Ayesha,Manhattan,Upper East Side,40.77331,-73.95067,FALSE,strict,Entire home/apt,2009,$705 ,$141 ,1,0,,,1,1,297
3051474,"Peaceful home, friendly area!",37458109553,unconfirmed,Penny,Brooklyn,Bushwick,40.70422,-73.91405,TRUE,strict,Entire home/apt,2004,$57 ,$11 ,5,1,6/1/2018,0.05,4,1,204
3052026,Huge Duplex in South Slope,44258611436,unconfirmed,Monika,Brooklyn,Sunset Park,40.66296,-73.98955,TRUE,strict,Entire home/apt,2022,$457 ,$91 ,2,25,4/27/2019,0.39,3,1,107
3052578,Central  Harlem Hideaway,24662740287,unconfirmed,Tennessee,Manhattan,Harlem,40.81085,-73.94768,TRUE,flexible,Entire home/apt,2021,$436 ,$87 ,1,0,,,5,1,118
3053131,Chelsea Studio for Super Bowl!,67509504155,unconfirmed,Ari,Manhattan,Chelsea,40.75,-73.99637,TRUE,moderate,Entire home/apt,2007,$358 ,$72 ,3,0,,,1,1,359
3053683,Large 1BR Upper East Side Apartment,92548441697,unconfirmed,Stephanie,Manhattan,Upper East Side,40.77226,-73.95895,TRUE,moderate,Entire home/apt,2022,$148 ,$30 ,2,2,6/22/2015,0.03,5,1,147
3054235,Sun-bathed spacious Luxury 2 BR near CENTRALPARK!,73605185142,unconfirmed,Philippe,Manhattan,Upper West Side,40.77775,-73.98485,TRUE,flexible,Entire home/apt,2019,$210 ,$42 ,3,11,3/8/2018,0.18,2,1,288
3054787,Top floor!,13666197697,verified,Indie,Brooklyn,Bensonhurst,40.60918,-73.99799,FALSE,flexible,Entire home/apt,2005,$934 ,$187 ,2,0,,,5,2,284
3055340,A cozy apartment,65118655328,verified,Indie,Brooklyn,Bensonhurst,40.60931,-73.99847,TRUE,moderate,Entire home/apt,2003,$594 ,$119 ,2,28,2/1/2018,0.43,3,2,104
3055892,Lux 1600sf 1BR w. Private Terrace,4000471725,unconfirmed,Michelle,Manhattan,Lower East Side,40.72082,-73.99028,TRUE,moderate,Entire home/apt,2009,$134 ,$27 ,1,2,3/13/2016,0.05,5,1,409
3056444,"SuperBowl Penthouse Loft 3,000 sqft",79289442408,verified,Omri,Manhattan,Little Italy,40.71895,-73.99793,FALSE,flexible,Entire home/apt,2015,"$1,015 ",$203 ,1,0,,,5,1,171
3056997,Super Bowl New York City Apartment,75178188969,verified,Brian,Manhattan,Upper West Side,40.8002,-73.96045,FALSE,strict,Entire home/apt,2013,$815 ,$163 ,1,0,,,1,1,88
3057549,Spacious & Convenient UWS Apt,93783581734,verified,Helen,Manhattan,Upper West Side,40.79859,-73.9697,TRUE,flexible,Private room,2005,$620 ,$124 ,2,0,,,3,1,171
3058101,Superbowl in the West Village,60852374885,unconfirmed,Lauren,Manhattan,West Village,40.73295,-74.00755,FALSE,flexible,Entire home/apt,2015,"$1,038 ",$208 ,1,0,,,1,1,40
3058654,"Upper E. side, one month minimum",23957624650,unconfirmed,James,Manhattan,Upper East Side,40.78158,-73.94808,FALSE,strict,Entire home/apt,2017,$372 ,$74 ,1,3,8/29/2017,0.06,5,1,282
3059206,"Landmark Brownstone, Crown Heights",12925715425,unconfirmed,Clifton,Brooklyn,Crown Heights,40.67112,-73.94536,FALSE,strict,Entire home/apt,2011,$181 ,$36 ,2,281,6/30/2019,4.29,2,1,61
3059758,Private Room in Central Park Slope,6838560818,unconfirmed,Lisa,Brooklyn,Park Slope,40.67232,-73.97879,FALSE,flexible,Private room,2018,$139 ,$28 ,5,42,6/30/2019,0.64,3,2,264
3060310,Luxury 1 Bedroom Condo,77745396173,verified,Avril,Manhattan,Greenwich Village,40.73411,-73.99723,FALSE,flexible,Entire home/apt,2016,"$1,155 ",$231 ,1,0,,,2,1,291
3060863,Full of Light Studio Apartment close to Subway,27628335734,verified,Sole,Brooklyn,Prospect-Lefferts Gardens,40.66155,-73.94579,FALSE,moderate,Entire home/apt,2006,"$1,136 ",$227 ,13,109,1/4/2019,1.66,2,1,331
3061415,Great UWS Apt./Central Park,19699014495,unconfirmed,Ruben,Manhattan,Upper West Side,40.78531,-73.96988,FALSE,strict,Entire home/apt,2015,$943 ,$189 ,1,0,,,5,1,211
3061967,Super Bowl Wknd! 3-Bedroom Apt UWS,22285946832,unconfirmed,Sam,Manhattan,Upper West Side,40.78574,-73.9764,TRUE,moderate,Entire home/apt,2003,$710 ,$142 ,1,0,,,3,1,215
3062520,Spacious/New 3 Bedroom East Village,48159783705,verified,Victoria,Manhattan,Stuyvesant Town,40.73205,-73.98094,TRUE,flexible,Entire home/apt,2003,$450 ,$90 ,1,0,,,4,1,205
3063072,"Huge 3BR Penthouse, Private Roof!",63974422231,verified,Nick,Manhattan,Kips Bay,40.74422,-73.97822,FALSE,strict,Entire home/apt,2020,$230 ,$46 ,2,0,,,2,1,278
3063624,Private room on the UWS,54619478556,verified,Maayan,Manhattan,Upper West Side,40.79891,-73.96705,FALSE,moderate,Private room,2020,$261 ,$52 ,3,7,5/22/2019,0.15,2,1,157
3064177,Bedroom in Huge Apt on St. Marks,22962388930,unconfirmed,Jordan,Manhattan,East Village,40.72847,-73.99029,TRUE,flexible,Private room,2014,$327 ,$65 ,5,1,2/24/2016,0.02,1,1,285
3064729,Great place to crash for Super Bowl,42523016543,unconfirmed,Alex,Manhattan,East Village,40.73046,-73.9921,FALSE,moderate,Private room,2022,"$1,197 ",$239 ,1,0,,,3,1,257
3065281,For Super Bowl- cool 1BDRM on UES!,64853323755,verified,Gretchen,Manhattan,Upper East Side,40.7829,-73.94721,FALSE,flexible,Entire home/apt,2008,$882 ,$176 ,3,0,,,5,1,276
3065833,Fantastic Soho/Tribeca Loft,78934458592,unconfirmed,Sal,Manhattan,Tribeca,40.7196,-74.00571,TRUE,moderate,Entire home/apt,2022,$444 ,$89 ,30,4,11/11/2018,0.06,2,1,359
3066386,Large 1 + Den in the West Village,22444382459,unconfirmed,Jenna,Manhattan,West Village,40.73341,-74.00791,TRUE,strict,Entire home/apt,2012,$694 ,$139 ,1,2,6/26/2014,0.03,1,1,209
3066938,"Spacious apt, 5 min to Central Park",21209546491,unconfirmed,Danielle,Manhattan,Upper East Side,40.78021,-73.95044,FALSE,strict,Entire home/apt,2019,$642 ,$128 ,2,5,12/30/2016,0.08,1,1,80
3067490,Spacious Duplex Apt in Brooklyn,87865361860,verified,Danni,Brooklyn,Bedford-Stuyvesant,40.68835,-73.95568,TRUE,flexible,Private room,2007,$967 ,$193 ,3,10,8/1/2018,0.16,2,1,402
3068043,"Private Studio Apt, Luxury Building",64186673930,unconfirmed,Augustus,Manhattan,Upper East Side,40.7732,-73.95082,TRUE,flexible,Entire home/apt,2020,"$1,113 ",$223 ,2,0,,,4,1,340
3068595,Private Bedroom in Williamsburg!,32533413331,verified,Kevin,Brooklyn,Williamsburg,40.71801,-73.95869,TRUE,flexible,Private room,2021,$639 ,$128 ,14,1,8/20/2014,0.02,4,1,52
3069147,Delightful 2BR Historic Brownstone Duplex,27782095221,unconfirmed,Alison,Brooklyn,Clinton Hill,40.68255,-73.96124,FALSE,strict,Entire home/apt,2008,$314 ,$63 ,4,21,2/15/2019,0.33,1,2,20
3069700,Elegant private studio in Manhattan 73 St. & 3 Ave,96257966181,verified,Kourosh,Manhattan,Upper East Side,40.76886,-73.95877,TRUE,flexible,Entire home/apt,2011,$212 ,$42 ,30,3,6/30/2019,0.39,5,1,425
3070252,Sunny and Bright 1BR Factory Loft,97137516114,unconfirmed,Vida,Brooklyn,Greenpoint,40.72599,-73.94172,TRUE,flexible,Entire home/apt,2010,$146 ,$29 ,30,4,4/20/2019,0.09,1,52,-10
3070804,Quiet Gramercy Apartment,66739732370,verified,Jeff,Manhattan,Kips Bay,40.73876,-73.98108,FALSE,moderate,Entire home/apt,2020,$521 ,$104 ,1,5,3/29/2016,0.12,4,1,207
3071356,2 Bedroom Greenwich/Soho Apartment,62813675497,verified,Ever,Manhattan,Greenwich Village,40.72832,-73.99916,FALSE,flexible,Entire home/apt,2004,$539 ,$108 ,3,41,6/17/2019,0.96,4,2,126
3071909,Cozy Room in the heart of UWS,35900880338,verified,Lex,Manhattan,Upper West Side,40.78409,-73.97886,FALSE,flexible,Private room,2022,"$1,035 ",$207 ,1,21,11/10/2018,0.36,5,4,105
3072461,New Studio in Heart of Chelsea,34625121977,unconfirmed,Charles,Manhattan,Chelsea,40.7444,-73.9994,TRUE,moderate,Entire home/apt,2018,"$1,106 ",$221 ,2,252,6/7/2019,4.91,2,1,11
3073013,Spacious 1BR Chelsea Apt. for SB 48,4494367477,verified,Nicholas,Manhattan,Chelsea,40.74344,-73.99826,TRUE,flexible,Entire home/apt,2019,$464 ,$93 ,2,0,,,1,1,412
3073566,Sunny Room in Heart of Williamsburg,10633577561,verified,Victor,Brooklyn,Williamsburg,40.71357,-73.96279,TRUE,moderate,Private room,2016,$431 ,$86 ,4,3,5/1/2016,0.05,5,1,60
3074118,SUPERBOWLSUNDAY! 3BLOCK FROM TIMESQ,45287531242,verified,Athena,Manhattan,Hell's Kitchen,40.75361,-73.99501,FALSE,moderate,Entire home/apt,2005,$551 ,$110 ,1,0,,,2,1,245
3074670,Luxury Building Huge Studio,98601799153,verified,Alex,Manhattan,Battery Park City,40.70517,-74.01753,FALSE,moderate,Entire home/apt,2011,$342 ,$68 ,2,0,,,5,1,325
3075223,Apartment in Soho,77511959248,unconfirmed,Thomas,Manhattan,SoHo,40.72706,-74.00043,TRUE,moderate,Entire home/apt,2018,$716 ,$143 ,1,0,,,1,1,356
3075775,Spacious 2 BR in North Chelsea,58365183297,verified,Nick,Manhattan,Chelsea,40.74999,-73.99687,FALSE,moderate,Entire home/apt,2022,$808 ,$162 ,3,0,,,5,1,31
3076327,Williamsburg Loft,83771973021,unconfirmed,Keefe,Brooklyn,Williamsburg,40.70943,-73.95101,TRUE,flexible,Private room,2022,$807 ,$161 ,7,0,,,3,1,398
3076879,Clean and pleasant Room in NYC,54586913610,verified,Omar,Queens,Astoria,40.76427,-73.91562,FALSE,strict,Shared room,2007,$630 ,$126 ,1,0,,,1,1,190
3077432,SUPER LOCATION 4 SUPER BOWL WKEND!!,44004794656,verified,Brett,Manhattan,Greenwich Village,40.73532,-73.99473,FALSE,moderate,Private room,2008,"$1,170 ",$234 ,1,0,,,4,1,130
3077984,4RW - CARRIAGE HOUSE STUDIO OFF CTYD,34189423646,verified,Adam,Manhattan,East Village,40.72959,-73.98112,FALSE,moderate,Entire home/apt,2004,$949 ,$190 ,30,22,11/5/2019,0.34,1,6,253
3078536,Studio Apartment on 35th and 3rd,27487373531,unconfirmed,Bobbi,Manhattan,Murray Hill,40.7461,-73.97628,FALSE,flexible,Entire home/apt,2003,$442 ,$88 ,1,15,9/25/2015,0.29,3,1,263
3079089,brooklyn 14 bedroom gated community,56253240517,verified,Tzvi,Brooklyn,Sea Gate,40.57645,-74.01065,TRUE,strict,Entire home/apt,2010,$925 ,$185 ,2,6,6/30/2019,0.24,2,1,105
3079641,spacious homey one bdrm apt.,85989716212,unconfirmed,Sandra,Queens,Sunnyside,40.74622,-73.92296,FALSE,flexible,Entire home/apt,2008,$569 ,$114 ,2,5,5/27/2019,0.19,4,1,296
3080193,Consider it home,71970306334,verified,Marie-HÃ©lÃ¨ne & Rick,Manhattan,Upper West Side,40.79432,-73.97269,FALSE,flexible,Entire home/apt,2006,$892 ,$178 ,26,1,8/24/2014,0.02,3,1,46
3080746,Large 1 bedroom,19288780649,verified,William,Manhattan,Kips Bay,40.74438,-73.97965,FALSE,flexible,Entire home/apt,2011,$369 ,$74 ,2,1,1/10/2015,0.02,2,1,170
3081298,Paddy Pad,89382502800,unconfirmed,Gaudhi,Manhattan,Harlem,40.80119,-73.95295,FALSE,strict,Private room,2016,"$1,126 ",$225 ,1,133,4/6/2019,2.23,4,2,11
3081850,Williamsburg Lodge (the best home in Brooklyn),53669996190,unconfirmed,Paul & MarÃ§al,Brooklyn,Williamsburg,40.70868,-73.95343,TRUE,flexible,Private room,2006,$242 ,$48 ,3,152,6/26/2019,2.67,3,1,303
3082402,Amazing 2BR/2Bath Loft in Brooklyn,55628374143,unconfirmed,Vida,Brooklyn,Greenpoint,40.72569,-73.94017,FALSE,moderate,Entire home/apt,2010,$650 ,$130 ,30,3,2/28/2019,0.06,3,52,382
3082955,Stunning 1BR Brooklyn Loft,77982454776,unconfirmed,Vida,Brooklyn,Greenpoint,40.72537,-73.94076,TRUE,flexible,Entire home/apt,2008,$890 ,$178 ,30,0,,,4,52,54
3083507,Large Bedroom 15 Min From Manhattan,64598631498,unconfirmed,Skip,Brooklyn,Sunset Park,40.655,-74.00676,TRUE,moderate,Private room,2005,$287 ,$57 ,2,211,6/23/2019,3.25,2,1,24
3084059,Newly Converted Factory 1BR Loft,32090213607,unconfirmed,Vida,Brooklyn,Greenpoint,40.7272,-73.94176,TRUE,flexible,Entire home/apt,2019,$887 ,$177 ,30,2,8/18/2014,0.03,1,52,98
3084612,Big Queens NY Apt. Clean & safe.,77605749174,verified,Ian,Queens,Sunnyside,40.73817,-73.92463,FALSE,flexible,Entire home/apt,2020,$101 ,$20 ,4,0,,,3,1,228
3085164,Super Apt for Superbowl,90677833638,verified,Jim,Manhattan,Kips Bay,40.74438,-73.97744,FALSE,strict,Entire home/apt,2017,"$1,126 ",$225 ,1,0,,,5,1,66
3085716,Modern Style private room in queens,72294710076,verified,Sufia,Queens,Jamaica,40.7095,-73.78828,FALSE,strict,Private room,2012,$484 ,$97 ,2,13,7/14/2018,0.22,5,1,54
3086269,SUPER BOWL Brooklyn Duplex Apt!!,79919327351,unconfirmed,Jonathan,Brooklyn,Clinton Hill,40.68766,-73.96439,TRUE,strict,Entire home/apt,2016,"$1,137 ",$227 ,1,0,,,2,1,200
3086821,Little Heaven â€” Upper West Side,31643119520,unconfirmed,Lara,Manhattan,Upper West Side,40.78345,-73.97858,TRUE,strict,Entire home/apt,2022,"$1,143 ",$229 ,2,48,11/27/2016,0.73,2,1,351
3087373,equipped and modern 2-bd apt,1231789565,verified,Evonne,Brooklyn,Gowanus,40.68107,-73.98245,FALSE,flexible,Entire home/apt,2017,$357 ,$71 ,3,0,,,4,1,418
3087925,Sunny Spacious West Village 1BR,34188740437,unconfirmed,Dylan,Manhattan,Greenwich Village,40.7358,-73.99677,TRUE,moderate,Entire home/apt,2015,$506 ,$101 ,3,8,6/21/2015,0.16,4,1,345
3088478,Great location Cntl Park Times Sq,83384165327,unconfirmed,Anthony,Manhattan,Hell's Kitchen,40.76726,-73.98285,FALSE,moderate,Entire home/apt,2003,$804 ,$161 ,5,9,11/19/2015,0.19,2,1,353
3089030,Super Bowl Weekend,65979986265,unconfirmed,Rhett,Manhattan,Upper West Side,40.77018,-73.98643,FALSE,flexible,Entire home/apt,2018,$50 ,$10 ,1,0,,,2,1,28
3089582,Bondtastic: Fabulous in Brooklyn.,8927474215,unconfirmed,Clarina,Brooklyn,Gowanus,40.67632,-73.99204,FALSE,strict,Entire home/apt,2012,$940 ,$188 ,30,28,5/20/2019,0.43,5,1,37
3090135,Heart of the West Village!,13092179653,verified,Corey,Manhattan,Greenwich Village,40.73357,-73.99767,TRUE,flexible,Private room,2013,$784 ,$157 ,3,1,5/18/2018,0.07,2,1,344
3090687,3 Bedroom Apartment,17759143530,verified,Patrick,Manhattan,Kips Bay,40.74215,-73.98018,FALSE,moderate,Entire home/apt,2018,$804 ,$161 ,1,0,,,3,1,254
3091239,Private Rm - Times Sq/Hell'sKitchen,57531620443,verified,Sally,Manhattan,Hell's Kitchen,40.7604,-73.9922,TRUE,strict,Private room,2005,$347 ,$69 ,1,170,10/6/2019,2.92,2,1,388
3091792,PERFECT SUPERBOWL STAY,16006680057,unconfirmed,Shaunna,Manhattan,Midtown,40.75225,-73.98725,FALSE,flexible,Entire home/apt,2014,"$1,193 ",$239 ,1,0,,,3,1,308
3092344,Penthouse with Private Rooftop for Events/Shoots,37000227303,unconfirmed,Mike,Manhattan,Greenwich Village,40.7335,-73.99834,TRUE,flexible,Entire home/apt,2021,$639 ,$128 ,1,0,,,5,1,351
3092896,Great UWS Apt Along Central Park,22413604661,verified,Ariel,Manhattan,Upper West Side,40.78498,-73.97284,FALSE,moderate,Entire home/apt,2020,$370 ,$74 ,1,7,2/1/2019,0.14,5,1,243
3093448,Gorgeous 1 BR in N Williamsburg,81145011547,unconfirmed,Sarah,Brooklyn,Williamsburg,40.71947,-73.9552,TRUE,strict,Entire home/apt,2010,$818 ,$164 ,2,3,10/19/2015,0.06,1,1,335
3094001,Prime NYC Location for Super Bowl,54459959060,unconfirmed,Jordana,Manhattan,East Village,40.73323,-73.98859,TRUE,strict,Entire home/apt,2011,"$1,020 ",$204 ,1,0,,,4,1,341
3094553,Midtown Gem/ Carnegie Hall/theaters/ Central Park,3081876927,unconfirmed,(Email hidden by Airbnb),Manhattan,Midtown,40.76292,-73.98128,TRUE,flexible,Private room,2003,$881 ,$176 ,3,6,5/19/2019,0.58,1,2,404
3095105,Duplex PH 2 bedLoft Williamsburg,2065133134,unconfirmed,Christopher,Brooklyn,Williamsburg,40.71969,-73.9583,TRUE,moderate,Entire home/apt,2006,$608 ,$122 ,1,0,,,1,1,-9
3095658,Gorgeous 1 bdrm in Carroll Gardens,58240050090,unconfirmed,Vanessa,Brooklyn,Carroll Gardens,40.68123,-73.99558,FALSE,strict,Entire home/apt,2004,"$1,035 ",$207 ,2,97,6/7/2019,1.83,3,1,226
3096210,The Best of Both Worlds-Manhattan Country Living!,65442939748,verified,Michele,Manhattan,Upper West Side,40.78269,-73.9839,FALSE,strict,Entire home/apt,2016,$207 ,$41 ,7,0,,,1,1,250
3096762,MANHATTAN SUPERBOWL ACCOMODATION,32552298668,verified,Andrew,Manhattan,Upper East Side,40.76904,-73.95435,FALSE,moderate,Entire home/apt,2005,$78 ,$16 ,1,0,,,4,1,5
3097315,Sunny & Spacious Upper West Side One Bedroom Apt,43403458568,unconfirmed,Kaley,Manhattan,Upper West Side,40.79822,-73.97059,FALSE,strict,Entire home/apt,2003,$86 ,$17 ,5,0,,,1,1,205
3097867,"Great 1 bedroom, close to subway!",25857873168,verified,Connor,Brooklyn,Bushwick,40.69982,-73.9249,FALSE,moderate,Private room,2013,$909 ,$182 ,4,2,12/27/2015,0.04,2,1,181
