id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,total_cost
3756208,2 Bedroom in Hudson Heights,55418503762,unconfirmed,Alexandra,Manhattan,Washington Heights,40.85153,-73.93815,True,flexible,Entire home/apt,2013.0,877.0,175.0,3.0,0.0,Unknown,0.0,5.0,1.0,174.0,1052.0
3756761,Brooklyn's Finest,9194939872,verified,Erin,Brooklyn,Bushwick,40.68258,-73.90472,False,moderate,Entire home/apt,2018.0,818.0,164.0,1.0,157.0,2019-01-07 00:00:00,2.64,4.0,1.0,402.0,982.0
3757313,Spacious Loft with Spiral Staircase,6470837853,unconfirmed,Leslie,Brooklyn,Bushwick,40.70204,-73.92109,True,flexible,Entire home/apt,2014.0,326.0,65.0,1.0,2.0,2016-05-01 00:00:00,0.03,4.0,1.0,248.0,391.0
3757865,A Beautiful Brownstone Apartment,79317082467,unconfirmed,Michael,Manhattan,Harlem,40.809,-73.94263,True,flexible,Entire home/apt,2010.0,274.0,55.0,2.0,292.0,2019-06-26 00:00:00,4.95,5.0,2.0,403.0,329.0
3758418,1BD in Lower East Side,474863110,verified,Elisa,Manhattan,Lower East Side,40.72158,-73.98998,False,moderate,Entire home/apt,2004.0,1147.0,229.0,3.0,18.0,2018-05-16 00:00:00,0.3,4.0,1.0,313.0,1376.0
3758970,"Brooklyn private room, by F,Gtrain",23890562031,unconfirmed,Chadanut,Brooklyn,Windsor Terrace,40.65015,-73.97945,False,strict,Private room,2013.0,621.0,124.0,30.0,77.0,2019-04-28 00:00:00,1.28,5.0,11.0,240.0,745.0
3759522,Nice studio in heart of the of the West Village,44850204048,unconfirmed,Patrick,Manhattan,West Village,40.73002,-74.00653,False,strict,Entire home/apt,2019.0,927.0,185.0,7.0,16.0,2019-02-07 00:00:00,1.09,1.0,1.0,243.0,1112.0
3760075,Gorgeous Bedroom by the Park,75467981711,verified,Lanny,Brooklyn,Prospect-Lefferts Gardens,40.65598,-73.95512,False,flexible,Private room,2012.0,679.0,136.0,1.0,12.0,2019-01-01 00:00:00,0.31,5.0,1.0,287.0,815.0
3760627,Cozy room in NYC,50428066975,verified,Lilia,Manhattan,Harlem,40.82071,-73.93813,True,flexible,Private room,2011.0,1041.0,208.0,6.0,13.0,2018-07-14 00:00:00,0.23,3.0,8.0,311.0,1249.0
3761179,Bedroom in Williamsburg w/ Terrace,36404684819,unconfirmed,Eric,Brooklyn,Williamsburg,40.71659,-73.9458,True,flexible,Private room,2020.0,961.0,192.0,30.0,1.0,2015-07-26 00:00:00,0.02,4.0,1.0,81.0,1153.0
3761731,Bedr w Priv Bathr+Balc 15m frm city,57096519730,verified,Sonya,Queens,Astoria,40.76972,-73.9206,True,strict,Private room,2022.0,1100.0,220.0,2.0,2.0,2015-08-25 00:00:00,0.04,3.0,1.0,286.0,1320.0
3762284,Charming bedroom in Comfy apt,88899088542,verified,Robie,Manhattan,East Village,40.7296,-73.99054,False,flexible,Private room,2010.0,971.0,194.0,1.0,0.0,Unknown,0.0,4.0,1.0,111.0,1165.0
3762836,Jackson Stayover Apt,9209472822,unconfirmed,Adriana,Queens,St. Albans,40.69283,-73.75828,False,flexible,Entire home/apt,2018.0,598.0,120.0,2.0,81.0,2019-06-27 00:00:00,1.35,4.0,1.0,270.0,718.0
3763388,Cheery Studio with Separate Kitchen,54634714847,verified,Olivia,Brooklyn,Prospect Heights,40.6751,-73.96558,False,strict,Entire home/apt,2010.0,967.0,193.0,3.0,15.0,2019-05-23 00:00:00,0.25,5.0,1.0,139.0,1160.0
3763941,Great location! Fort Greene!!!,40380296155,unconfirmed,Annie And Joan,Brooklyn,Fort Greene,40.68744,-73.9747,False,moderate,Entire home/apt,2009.0,1186.0,237.0,2.0,180.0,2019-06-19 00:00:00,2.99,4.0,2.0,354.0,1423.0
3764493,Large & Spacious **Prime Location,64183654705,verified,Raanan,Manhattan,Midtown,40.74596,-73.98411,True,strict,Entire home/apt,2012.0,584.0,117.0,30.0,9.0,2019-03-25 00:00:00,0.15,3.0,9.0,367.0,701.0
3765045,Sunny Grammercy Park Getaway,61874840389,verified,Anne,Manhattan,Gramercy,40.73389,-73.98724,True,moderate,Entire home/apt,2014.0,685.0,137.0,31.0,0.0,Unknown,0.0,3.0,1.0,211.0,822.0
3765598,Charming 1 Bed in Trendy Location!,40938119107,unconfirmed,Morgan,Manhattan,East Village,40.72974,-73.98372,True,moderate,Entire home/apt,2009.0,393.0,79.0,2.0,5.0,2015-08-20 00:00:00,0.08,5.0,1.0,129.0,472.0
3766150,7even Days Sleep Near Prospect Park,52245872544,unconfirmed,Louis,Brooklyn,Crown Heights,40.66529,-73.9557,True,flexible,Entire home/apt,2018.0,115.0,23.0,5.0,150.0,2019-03-07 00:00:00,2.48,1.0,2.0,66.0,138.0
3766702,Classic Brooklyn brownstone,89312337338,unconfirmed,Richard,Brooklyn,Park Slope,40.66884,-73.97575,True,moderate,Private room,2007.0,970.0,194.0,3.0,192.0,2019-06-29 00:00:00,3.2,5.0,1.0,186.0,1164.0
3767254,Cozy Private Room in the heights!,51177485178,verified,Carli,Manhattan,Washington Heights,40.84943,-73.93146,True,flexible,Private room,2012.0,338.0,68.0,1.0,14.0,2018-01-01 00:00:00,0.23,3.0,1.0,186.0,406.0
3767807,Gorgeous Room in Historic Townhouse,94189294730,verified,Sara,Manhattan,Washington Heights,40.83473,-73.93982,True,moderate,Private room,2008.0,1103.0,221.0,6.0,61.0,2019-05-17 00:00:00,1.17,1.0,1.0,256.0,1324.0
3768359,Private BR in Huge 2BR in Chinatown,45342539060,verified,Dave,Manhattan,Chinatown,40.71445,-73.99287,True,strict,Private room,2014.0,826.0,165.0,7.0,17.0,2017-04-17 00:00:00,0.28,3.0,1.0,147.0,991.0
3768911,Amazing 1 Bedroom Apt CENTRAL PARK,43207485908,verified,Danielle,Manhattan,Upper East Side,40.77487,-73.949,False,flexible,Entire home/apt,2006.0,886.0,177.0,2.0,24.0,2015-09-27 00:00:00,0.41,3.0,1.0,185.0,1063.0
3769464,Beautiful Furnished Room in SOHO,11446366600,unconfirmed,Masaki,Manhattan,Nolita,40.72061,-73.99472,False,moderate,Private room,2009.0,749.0,150.0,6.0,3.0,2016-03-26 00:00:00,0.07,2.0,1.0,343.0,899.0
3770016,Brooklyn Getaway-Special Discount,50157710494,unconfirmed,Rachel,Brooklyn,Bedford-Stuyvesant,40.68274,-73.91856,False,strict,Entire home/apt,2017.0,1194.0,239.0,3.0,15.0,2018-09-30 00:00:00,0.25,1.0,1.0,20.0,1433.0
3770568,UNIQUE APT COZY APARTMANT,46932272844,unconfirmed,Maria,Brooklyn,Bedford-Stuyvesant,40.69576,-73.94082,False,moderate,Entire home/apt,2003.0,528.0,106.0,2.0,51.0,2018-10-29 00:00:00,0.86,2.0,1.0,144.0,634.0
3771121,Serengeti Comfy APT,76837438650,verified,Justa,Brooklyn,Brownsville,40.66748,-73.92554,True,moderate,Entire home/apt,2009.0,1121.0,224.0,2.0,56.0,2018-10-29 00:00:00,0.94,1.0,1.0,231.0,1345.0
3771673,Spacious Private Apt. Near All!,51537762867,unconfirmed,Jason,Queens,Astoria,40.75997,-73.90926,True,strict,Entire home/apt,2004.0,60.0,12.0,3.0,29.0,2016-02-08 00:00:00,0.55,4.0,1.0,55.0,72.0
3772225,"Midtown Apt, Quiet, Walk to Subway",43778480975,unconfirmed,Tomer,Manhattan,Kips Bay,40.74173,-73.97906,False,flexible,Entire home/apt,2020.0,891.0,178.0,3.0,116.0,2019-05-29 00:00:00,1.95,1.0,1.0,369.0,1069.0
3772777,Large 1 bedroom/bathroom w/balcony,681430823,unconfirmed,Giuliana,Manhattan,Financial District,40.7055,-74.00866,True,strict,Entire home/apt,2006.0,500.0,100.0,1.0,0.0,Unknown,0.0,1.0,1.0,330.0,600.0
3773330,Clean Private Room in Renovated Apartment,54353598621,unconfirmed,Pedro Pablo,Manhattan,Washington Heights,40.84464,-73.9355,True,strict,Private room,2021.0,1076.0,215.0,9.0,26.0,2019-05-25 00:00:00,0.44,5.0,3.0,348.0,1291.0
3773882,Prospect Park South,26276865779,verified,Timothy,Brooklyn,Flatbush,40.64802,-73.97095,False,strict,Private room,2008.0,487.0,97.0,3.0,33.0,2019-01-07 00:00:00,0.65,4.0,1.0,412.0,584.0
3774434,Sunny spacious 3 BR/ 2Bth in Bayside townhouse,60254158428,verified,Irma,Queens,Bay Terrace,40.77995,-73.78506,True,moderate,Entire home/apt,2005.0,1014.0,203.0,3.0,146.0,2019-06-19 00:00:00,2.46,3.0,1.0,329.0,1217.0
3774987,Private Room In Gorgeous Apartment July 1st-30th!,49813922832,verified,Joseph,Brooklyn,Bedford-Stuyvesant,40.692,-73.93852,True,flexible,Private room,2011.0,1024.0,205.0,1.0,13.0,2017-07-31 00:00:00,0.26,1.0,1.0,223.0,1229.0
3775539,Discount! Central Clean & Quiet,8931382631,verified,Marshall,Manhattan,Gramercy,40.73755,-73.98595,False,strict,Private room,2015.0,405.0,81.0,4.0,147.0,2019-06-14 00:00:00,2.44,3.0,1.0,91.0,486.0
3776091,Exquisite SoHa/Columbia area large 2 BR,73222769568,verified,David,Manhattan,Harlem,40.80465,-73.95365,True,strict,Entire home/apt,2018.0,883.0,177.0,3.0,24.0,2017-04-26 00:00:00,0.49,3.0,1.0,370.0,1060.0
3776644,Cozy  and sunny room in Manhattan,60174133791,verified,Esther,Manhattan,Harlem,40.82544,-73.9402,True,moderate,Private room,2022.0,776.0,155.0,7.0,45.0,2019-09-06 00:00:00,0.92,3.0,1.0,257.0,931.0
3777196,Private Room in East Village Manhattan,16324324802,unconfirmed,Darren,Manhattan,East Village,40.72966,-73.98515,False,strict,Private room,2022.0,290.0,58.0,2.0,13.0,2019-05-05 00:00:00,0.28,1.0,2.0,253.0,348.0
3777748,"Bright, Spacious, and Well Designed",96995670834,verified,Anna,Brooklyn,Prospect Heights,40.67426,-73.96586,False,strict,Private room,2005.0,461.0,92.0,2.0,13.0,2016-01-05 00:00:00,0.26,3.0,1.0,165.0,553.0
3778300,"Great View, Close to City in Queens",83577288030,verified,Eddie,Queens,Astoria,40.7638,-73.91622,True,strict,Entire home/apt,2009.0,493.0,99.0,2.0,5.0,2015-12-30 00:00:00,0.08,1.0,1.0,314.0,592.0
3778853,Luxury 1 Bedroom in FiDi,37885715621,unconfirmed,Justin,Manhattan,Financial District,40.70883,-74.01266,False,moderate,Entire home/apt,2008.0,702.0,140.0,7.0,6.0,2018-04-29 00:00:00,0.19,5.0,1.0,391.0,842.0
3779405,Large Clean Apt in Ditmas Park,1252366251,unconfirmed,Deanna,Brooklyn,Flatbush,40.63981,-73.95712,False,flexible,Entire home/apt,2013.0,94.0,19.0,2.0,103.0,2019-05-27 00:00:00,1.7,5.0,1.0,102.0,113.0
3779957,PRIVATE BEDROOM YOU'LL LOVE,19285346218,unconfirmed,Elma,Brooklyn,Carroll Gardens,40.68184,-73.99308,False,strict,Private room,2005.0,664.0,133.0,21.0,88.0,2018-02-04 00:00:00,1.5,3.0,1.0,174.0,797.0
3780510,Pvt 1 Bed in Fort Greene,1990329960,verified,Matthew,Brooklyn,Clinton Hill,40.69741,-73.96942,False,flexible,Entire home/apt,2007.0,137.0,27.0,1.0,0.0,Unknown,0.0,4.0,1.0,39.0,164.0
3781062,Great room near Chelsea market,2923297771,verified,Alain,Manhattan,Chelsea,40.74016,-74.00049,True,flexible,Private room,2013.0,800.0,160.0,1.0,14.0,2015-12-14 00:00:00,0.27,3.0,1.0,4.0,960.0
3781614,"Comfy, convenient bedroom in Bklyn!",33316746990,unconfirmed,Andy,Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.96046,False,strict,Private room,2021.0,939.0,188.0,2.0,122.0,2019-06-06 00:00:00,2.07,4.0,1.0,18.0,1127.0
3782167,Best Cozy & Modern Room in Town,89712564781,unconfirmed,Sean,Brooklyn,Flatbush,40.63631,-73.95313,False,moderate,Private room,2007.0,448.0,90.0,1.0,4.0,2015-10-20 00:00:00,0.09,2.0,1.0,13.0,538.0
3782719,Private bedroom apartment 5A#1,66235889617,verified,Veronique Camille,Manhattan,East Harlem,40.7946,-73.94105,False,strict,Private room,2003.0,1049.0,210.0,30.0,2.0,2018-05-08 00:00:00,0.04,3.0,8.0,342.0,1259.0
3783271,Charming brownstone top floor 1BD,11530780669,verified,Allegra,Brooklyn,Park Slope,40.66981,-73.98462,False,strict,Entire home/apt,2020.0,1030.0,206.0,10.0,26.0,2019-06-22 00:00:00,0.52,5.0,1.0,182.0,1236.0
3783823,Sunny and Spacious Two Bedroom Duplex with Terrace,44935197102,verified,Valeria,Brooklyn,South Slope,40.66748,-73.98971,True,flexible,Entire home/apt,2007.0,757.0,151.0,4.0,6.0,2019-04-28 00:00:00,0.14,5.0,1.0,238.0,908.0
3784376,Private bedroom apartment 4B,56299073197,verified,Veronique Camille,Manhattan,East Harlem,40.79319,-73.94209,False,strict,Private room,2017.0,861.0,172.0,21.0,3.0,2019-12-02 00:00:00,0.3,3.0,8.0,206.0,1033.0
3784928,Private bedroom apartment 4B/2,54809265360,verified,Veronique Camille,Manhattan,East Harlem,40.7942,-73.94136,False,flexible,Private room,2020.0,252.0,50.0,21.0,2.0,2017-04-07 00:00:00,0.04,4.0,8.0,352.0,302.0
3785480,"Beautiful Apt x Rent in Astoria, NY",91493505177,verified,Jeanny,Queens,Long Island City,40.76481,-73.93163,False,strict,Entire home/apt,2020.0,1125.0,225.0,6.0,25.0,2019-05-21 00:00:00,0.42,4.0,4.0,11.0,1350.0
3786033,S 2/Bedford Well-Lit Private Room,91554105484,unconfirmed,Matthew,Brooklyn,Williamsburg,40.71286,-73.96244,True,moderate,Private room,2010.0,183.0,37.0,2.0,11.0,2016-04-29 00:00:00,0.18,4.0,2.0,227.0,220.0
3786585,Oasis in Queens: Private BR/ bath,49618832559,verified,Samita,Queens,Jackson Heights,40.75193,-73.89085,False,strict,Private room,2013.0,696.0,139.0,4.0,2.0,2014-09-20 00:00:00,0.03,1.0,1.0,167.0,835.0
3787137,Available Manhattan Apt,65031026624,verified,Neal,Manhattan,Harlem,40.82279,-73.94947,False,flexible,Entire home/apt,2021.0,57.0,11.0,3.0,8.0,2018-08-13 00:00:00,0.13,1.0,1.0,387.0,68.0
3787690,60s-inspired @ a penthouse loft!,57151856468,unconfirmed,Ota,Brooklyn,Bushwick,40.69217,-73.90768,True,moderate,Private room,2003.0,775.0,155.0,30.0,14.0,2019-10-06 00:00:00,0.23,4.0,6.0,325.0,930.0
3788242,Modern Style Meets Old World,63712900060,unconfirmed,Joaquin,Brooklyn,Sunset Park,40.64894,-74.00621,False,moderate,Private room,2009.0,316.0,63.0,3.0,47.0,2019-06-23 00:00:00,0.81,3.0,1.0,324.0,379.0
3788794,Beautiful Clean & Quiet Room! Rm#2,78333995778,verified,Christopher,Queens,Ridgewood,40.70554,-73.90729,False,moderate,Private room,2007.0,467.0,93.0,1.0,173.0,2019-06-19 00:00:00,2.87,1.0,3.0,270.0,560.0
3789346,Gorgeous! Newly Renovated 2-BR Flat,39663845266,verified,AFI Apartments,Manhattan,Upper East Side,40.77274,-73.95732,True,strict,Entire home/apt,2019.0,1196.0,239.0,30.0,3.0,2018-10-08 00:00:00,0.08,5.0,29.0,71.0,1435.0
3789899,Entire Awesome One Bed-Lower East Side Manhattan,70911868814,verified,Karen,Manhattan,Lower East Side,40.71749,-73.99016,True,flexible,Entire home/apt,2005.0,1191.0,238.0,30.0,11.0,2019-03-16 00:00:00,0.19,3.0,8.0,136.0,1429.0
3790451,Vintage NY apt - 15min from Midtown,17018394290,unconfirmed,Pao,Queens,Sunnyside,40.74365,-73.91632,True,flexible,Entire home/apt,2020.0,161.0,32.0,30.0,8.0,2018-11-21 00:00:00,0.16,3.0,3.0,164.0,193.0
3791003,Great 1BR-private balcony/doorman,42465637548,unconfirmed,Veronique Camille,Manhattan,Hell's Kitchen,40.76385,-73.9905,False,flexible,Entire home/apt,2016.0,154.0,31.0,5.0,40.0,2019-05-20 00:00:00,0.68,3.0,8.0,200.0,185.0
3791556,Spain Room,53723891107,unconfirmed,Julio,Bronx,Concourse,40.81954,-73.92715,True,moderate,Private room,2004.0,238.0,48.0,1.0,3.0,2018-09-16 00:00:00,0.14,2.0,2.0,413.0,286.0
3792108,Cozy Single private room.,83060832028,unconfirmed,Lord Daniel,Brooklyn,Bedford-Stuyvesant,40.68599,-73.95182,False,strict,Private room,2012.0,213.0,43.0,6.0,81.0,2019-04-07 00:00:00,1.35,5.0,3.0,188.0,256.0
3792660,Sunny Private Apt in Ditmas Park,27571403000,verified,Tina,Brooklyn,Flatbush,40.64372,-73.95969,True,strict,Entire home/apt,2018.0,380.0,76.0,3.0,12.0,2018-08-19 00:00:00,0.22,4.0,1.0,70.0,456.0
3793213,2BR Apartment in Doorman Building,94214396849,unconfirmed,Aldo,Bronx,Concourse Village,40.82603,-73.92312,False,flexible,Entire home/apt,2018.0,875.0,175.0,6.0,11.0,2019-04-06 00:00:00,0.28,1.0,1.0,319.0,1050.0
3793765,1 Bedroom  Apartment close to Northwell & JFK,92596272687,unconfirmed,Louann,Queens,Queens Village,40.7229,-73.7462,False,flexible,Entire home/apt,2004.0,546.0,109.0,1.0,30.0,2019-03-14 00:00:00,0.5,1.0,2.0,209.0,655.0
3794317,Spacious 2BR townhouse,79388278716,unconfirmed,Andrew,Brooklyn,Bushwick,40.68779,-73.90521,False,flexible,Entire home/apt,2018.0,1183.0,237.0,2.0,41.0,2016-01-25 00:00:00,0.69,3.0,2.0,377.0,1420.0
3794869,Cozy UES apartment with balcony near Central Park,1230469666,unconfirmed,Grace,Manhattan,Upper East Side,40.77242,-73.96212,False,strict,Entire home/apt,2017.0,787.0,157.0,7.0,3.0,2016-12-31 00:00:00,0.06,5.0,1.0,296.0,944.0
3795422,Upper East Renovated 1 Bedroom,70191205672,verified,Dan,Manhattan,East Harlem,40.79032,-73.94523,False,moderate,Private room,2022.0,931.0,186.0,1.0,3.0,2014-08-27 00:00:00,0.05,3.0,1.0,322.0,1117.0
3795974,Spacious Bedroom 15 mins from NYC!,52851340948,unconfirmed,Beatriz,Queens,Sunnyside,40.74269,-73.91518,True,strict,Private room,2005.0,568.0,114.0,1.0,57.0,2019-08-06 00:00:00,0.97,1.0,1.0,352.0,682.0
3796526,1BR Comfy Apt - 15min from Midtown,68310650824,unconfirmed,Pao,Queens,Sunnyside,40.74493,-73.91528,False,flexible,Entire home/apt,2004.0,323.0,65.0,30.0,10.0,2019-04-19 00:00:00,0.28,1.0,3.0,-7.0,388.0
3797079,Awesome NYC/UWS  private bed/bath in private home,97565288668,verified,Patricia,Manhattan,Morningside Heights,40.80309,-73.96367,True,strict,Private room,2011.0,401.0,80.0,1.0,13.0,2019-04-15 00:00:00,1.27,3.0,3.0,309.0,481.0
3797631,3 Bedroom Duplex,87875373782,unconfirmed,Dexter,Brooklyn,Windsor Terrace,40.65413,-73.97684,False,flexible,Entire home/apt,2015.0,144.0,29.0,5.0,28.0,2019-07-07 00:00:00,0.6,2.0,1.0,246.0,173.0
3798183,BKLYN Brownstone- Glam Getaway!,34592507452,unconfirmed,Kini,Brooklyn,Bedford-Stuyvesant,40.67927,-73.93208,True,moderate,Entire home/apt,2011.0,287.0,57.0,3.0,117.0,2019-06-21 00:00:00,1.96,3.0,1.0,279.0,344.0
3798736,Cozy 1BD in the lower east side,82922220179,verified,Yana,Manhattan,Lower East Side,40.72138,-73.98371,True,strict,Entire home/apt,2018.0,510.0,102.0,3.0,1.0,2014-08-28 00:00:00,0.02,5.0,1.0,292.0,612.0
3799288,"Sunny and Quiet private apartment, great location!",17817456273,verified,Michael,Manhattan,Chelsea,40.74994,-73.99612,False,moderate,Entire home/apt,2005.0,980.0,196.0,75.0,13.0,2019-04-30 00:00:00,0.23,1.0,19.0,225.0,1176.0
3799840,Sunny 2BR Flex Loft in Greenpoint,17471002929,unconfirmed,Vida,Brooklyn,Greenpoint,40.72705,-73.94033,True,flexible,Entire home/apt,2021.0,1151.0,230.0,30.0,3.0,2016-09-09 00:00:00,0.08,4.0,52.0,123.0,1381.0
3800392,Cozy Wiliamsburg!,95366055154,unconfirmed,Melissa,Brooklyn,Bushwick,40.69942,-73.91209,False,moderate,Private room,2020.0,1080.0,216.0,4.0,18.0,2015-12-22 00:00:00,0.3,5.0,1.0,60.0,1296.0
3800945,Cozy 1 BD apartment in Sunset park,56829016077,verified,Karina,Brooklyn,Sunset Park,40.65046,-74.00402,True,strict,Entire home/apt,2017.0,947.0,189.0,1.0,26.0,2019-03-24 00:00:00,2.52,1.0,1.0,242.0,1136.0
3801497,Sunny room in Alphabet City,35761514788,verified,Andra,Manhattan,East Village,40.72135,-73.98,False,flexible,Private room,2011.0,217.0,43.0,5.0,12.0,2016-06-09 00:00:00,0.2,4.0,1.0,424.0,260.0
3802049,Sunlight filled top floor refuge with roof deck,25294202038,unconfirmed,Shawna,Brooklyn,Prospect Heights,40.6786,-73.96694,True,flexible,Entire home/apt,2003.0,1122.0,224.0,2.0,25.0,2019-05-01 00:00:00,0.43,1.0,1.0,184.0,1346.0
3802602,Brooklyn Carroll Gardens Charmer!,62259653474,verified,Brett,Brooklyn,Carroll Gardens,40.68235,-73.99806,True,moderate,Entire home/apt,2015.0,253.0,51.0,3.0,4.0,2016-03-10 00:00:00,0.07,4.0,1.0,374.0,304.0
3803154,Luxurious Brooklyn 2BD w/ Parking,82444743430,verified,Olga,Brooklyn,Sheepshead Bay,40.58363,-73.93553,False,moderate,Entire home/apt,2015.0,818.0,164.0,7.0,3.0,2017-03-13 00:00:00,0.05,2.0,2.0,383.0,982.0
3803706,"Cozy Brooklyn  studio, 30 min to Manhattan",16866494586,unconfirmed,Katya,Brooklyn,Prospect-Lefferts Gardens,40.6553,-73.95816,True,moderate,Entire home/apt,2015.0,736.0,147.0,3.0,24.0,2019-06-23 00:00:00,0.4,5.0,3.0,249.0,883.0
3804259,Relaxed Elegance in a Brownstone,27153469918,verified,Seun And Marie,Brooklyn,Bedford-Stuyvesant,40.68635,-73.93246,True,strict,Private room,2009.0,193.0,39.0,2.0,56.0,2019-02-07 00:00:00,0.95,1.0,7.0,395.0,232.0
3804811,Chill 1bdrm Bk getaway,95855162264,unconfirmed,Isaiah,Brooklyn,Bedford-Stuyvesant,40.68949,-73.92784,False,flexible,Entire home/apt,2020.0,1189.0,238.0,3.0,36.0,2018-02-08 00:00:00,0.6,2.0,1.0,324.0,1427.0
3805363,"Lovely, quiet, private, close to everything",2466257265,unconfirmed,Danica,Queens,Ditmars Steinway,40.77591,-73.9145,False,moderate,Private room,2014.0,134.0,27.0,1.0,31.0,2019-04-06 00:00:00,0.51,5.0,2.0,0.0,161.0
3805915,Bright & Modern Apt. in Brooklyn NY,96583646599,unconfirmed,Anna,Brooklyn,Bay Ridge,40.63777,-74.02497,False,flexible,Entire home/apt,2006.0,310.0,62.0,3.0,2.0,2015-08-23 00:00:00,0.03,4.0,1.0,113.0,372.0
3806468,Reno 2BR~Sleeps5~Prime Upper east~,77157346152,unconfirmed,Host,Manhattan,Upper East Side,40.76043,-73.95992,False,strict,Entire home/apt,2016.0,1037.0,207.0,30.0,15.0,2019-07-04 00:00:00,0.25,5.0,39.0,146.0,1244.0
3807020,Welcome to Kensington,48533372026,unconfirmed,Josh,Brooklyn,Kensington,40.63402,-73.97556,False,moderate,Private room,2005.0,642.0,128.0,2.0,6.0,2016-05-09 00:00:00,0.1,4.0,1.0,404.0,770.0
3807572,Quiet Room in East Williamsburg,24427445312,verified,Jillian,Brooklyn,Williamsburg,40.71566,-73.941,False,moderate,Private room,2012.0,659.0,132.0,1.0,35.0,2016-11-13 00:00:00,0.88,1.0,1.0,376.0,791.0
3808125,Gramercy~Reno New 1BR-Sleeps 4~,7039895705,unconfirmed,Host,Manhattan,Gramercy,40.73568,-73.98062,False,flexible,Entire home/apt,2012.0,909.0,182.0,30.0,2.0,2015-07-08 00:00:00,0.03,2.0,39.0,300.0,1091.0
3808677,AMAZING TIME SQUARE!!BRICK WALLS!!,97856674104,verified,Mike,Manhattan,Hell's Kitchen,40.76073,-73.99215,False,flexible,Entire home/apt,2015.0,910.0,182.0,30.0,3.0,2016-02-22 00:00:00,0.06,1.0,52.0,27.0,1092.0
3809229,Bay Beauty - Room On The Water!,71922552111,unconfirmed,Haya,Queens,Rockaway Beach,40.5903,-73.8143,False,moderate,Private room,2004.0,985.0,197.0,2.0,36.0,2019-07-07 00:00:00,0.74,3.0,1.0,73.0,1182.0
3809782,"BRAND NEW 1BD, Columbus Circle!!",92715994032,verified,Mike,Manhattan,Hell's Kitchen,40.76882,-73.98699,False,strict,Entire home/apt,2003.0,423.0,85.0,30.0,10.0,2019-03-15 00:00:00,0.18,5.0,52.0,218.0,508.0
3810334,"Sunny, spacious room in 3BR apt",72033501595,unconfirmed,Susan,Manhattan,East Harlem,40.78698,-73.944,True,strict,Private room,2022.0,615.0,123.0,11.0,14.0,2018-03-15 00:00:00,0.23,5.0,3.0,131.0,738.0
3810886,ROOFTOP SWIMMING-POOL 1/BR APT.,93569375314,unconfirmed,Francesco,Manhattan,Midtown,40.7509,-73.96963,False,flexible,Entire home/apt,2004.0,464.0,93.0,5.0,2.0,2017-07-08 00:00:00,0.04,5.0,1.0,366.0,557.0
3811438,Great Room for International Students!,78573634300,unconfirmed,Sharon,Bronx,Wakefield,40.88855,-73.85127,True,moderate,Private room,2006.0,1108.0,222.0,7.0,12.0,2018-09-15 00:00:00,0.55,3.0,1.0,342.0,1330.0
3811991,Sunny/Cozy 1BD,12514109792,unconfirmed,Frank,Brooklyn,Crown Heights,40.6737,-73.95335,True,flexible,Entire home/apt,2015.0,862.0,172.0,30.0,99.0,2019-06-01 00:00:00,1.67,5.0,3.0,219.0,1034.0
3812543,Home Away from Home-Room in Midtown,7545062881,verified,Marco,Manhattan,Hell's Kitchen,40.76625,-73.99387,False,flexible,Private room,2020.0,802.0,160.0,3.0,168.0,2019-06-23 00:00:00,2.88,5.0,2.0,356.0,962.0
3813095,Amazing LOFT in Prime Williamsburg,34705707902,verified,Maggie,Brooklyn,Greenpoint,40.71952,-73.94844,True,moderate,Private room,2010.0,249.0,50.0,5.0,1.0,2016-05-14 00:00:00,0.03,5.0,2.0,185.0,299.0
3813648,Private Room in Williamsburg,16798739375,verified,Caitlin,Brooklyn,Williamsburg,40.71202,-73.96665,True,strict,Private room,2011.0,381.0,76.0,5.0,2.0,2015-04-01 00:00:00,0.03,2.0,1.0,44.0,457.0
3814200,Beautiful 1 BR - Downtown Union Square,81240766518,verified,Heike,Manhattan,East Village,40.73312,-73.99097,True,moderate,Entire home/apt,2009.0,253.0,51.0,62.0,0.0,Unknown,0.0,2.0,1.0,348.0,304.0
3814752,5144-Prime Doorman!78ST & Madison,73764487918,unconfirmed,Jeremy & Laura,Manhattan,Upper East Side,40.77448,-73.96102,True,flexible,Entire home/apt,2015.0,69.0,14.0,30.0,2.0,2019-05-30 00:00:00,0.06,4.0,96.0,58.0,83.0
3815305,Comfortable Place in Brooklyn,48246252153,verified,Maia,Brooklyn,Midwood,40.62401,-73.95775,True,strict,Private room,2007.0,213.0,43.0,2.0,26.0,2019-04-15 00:00:00,0.54,1.0,1.0,213.0,256.0
3815857,Nolita Duplex w/ private terrace,5689645653,unconfirmed,Brooke,Manhattan,Nolita,40.72168,-73.99544,True,flexible,Entire home/apt,2015.0,664.0,133.0,3.0,51.0,2019-06-30 00:00:00,0.88,5.0,1.0,142.0,797.0
